Date;Open;High;Low;Close;Volume;Evento
2012-12-11;19,27750015258789;19,62714385986328;19,19178581237793;19,335357666015625;592345600;0
2012-12-12;19,563213348388672;19,571428298950195;19,15250015258789;19,25;487144000;0
2012-12-13;18,96964263916016;19,20142936706543;18,7785701751709;18,917499542236328;625259600;0
2012-12-14;18,383928298950195;18,504642486572266;18,05642890930176;18,206785202026367;1009579200;0
2012-12-17;18,176071166992188;18,571428298950195;17,901071548461914;18,52964210510254;757607200;0
2012-12-18;18,75;19,10357093811035;18,58035659790039;19,06785774230957;625685200;0
2012-12-19;18,98107147216797;19,060714721679688;18,76785659790039;18,796785354614254;449369200;0
2012-12-20;18,928571701049805;18,935714721679688;18,531429290771484;18,633214950561523;481689600;0
2012-12-21;18,302499771118164;18,559642791748047;18,222856521606445;18,54750061035156;596268400;0
2012-12-24;18,58392906188965;18,72321319580078;18,52535629272461;18,57749938964844;175753200;0
2012-12-26;18,53571319580078;18,552143096923828;18,25428581237793;18,321428298950195;302436400;0
2012-12-27;18,34071350097656;18,4375;18,023571014404297;18,395000457763672;455120400;0
2012-12-28;18,22464370727539;18,374286651611328;18,14714241027832;18,199642181396484;354278400;0
2012-12-31;18,233213424682617;19,12142944335937;18,178571701049805;19,00607109069824;659492400;0
2013-01-02;19,779285430908203;19,821428298950195;19,343929290771484;19,608213424682617;560518000;0
2013-01-03;19,567142486572266;19,63107109069824;19,321428298950195;19,360713958740234;352965200;0
2013-01-04;19,177499771118164;19,236785888671875;18,77964210510254;18,821428298950195;594333600;0
2013-01-07;18,64285659790039;18,9035701751709;18,399999618530277;18,71071434020996;484156400;0
2013-01-08;18,90035629272461;18,996070861816406;18,616071701049805;18,761070251464844;458707200;0
2013-01-09;18,66071319580078;18,750356674194336;18,42821311950684;18,467857360839844;407604400;0
2013-01-10;18,876785278320312;18,882856369018555;18,41142845153809;18,696786880493164;601146000;0
2013-01-11;18,60714340209961;18,76142883300781;18,53642845153809;18,582143783569336;350506800;0
2013-01-14;17,952856063842773;18,125;17,80392837524414;17,91964340209961;734207600;0
2013-01-15;17,796428680419922;17,82107162475586;17,26357078552246;17,354286193847656;876772400;0
2013-01-16;17,665714263916016;18,194286346435547;17,58928680419922;18,074642181396484;690804800;0
2013-01-17;18,225357055664062;18,241071701049805;17,929643630981445;17,952856063842773;453678400;1
2013-01-18;17,804285049438477;17,93642807006836;17,72857093811035;17,85714340209961;472922800;0
2013-01-22;18,020000457763672;18,13857078552246;17,736785888671875;18,02750015258789;461546400;0
2013-01-23;18,171785354614254;18,39249992370605;18,02750015258789;18,357500076293945;861509600;0
2013-01-24;16,428571701049805;16,633214950561523;16,08035659790039;16,08928680419922;1460852400;0
2013-01-25;16,131786346435547;16,293928146362305;15,535714149475098;15,710000038146973;1208026400;0
2013-01-28;15,636786460876465;16,186071395874023;15,566429138183594;16,065357208251953;785517600;0
2013-01-29;16,375;16,435714721679688;16,14714241027832;16,366785049438477;571158000;0
2013-01-30;16,321428298950195;16,52142906188965;16,23214340209961;16,315357208251953;417155200;0
2013-01-31;16,320714950561523;16,402856826782227;16,249286651611328;16,267499923706055;319334400;0
2013-02-01;16,396785736083984;16,40999984741211;16,012500762939453;16,200714111328125;539484400;0
2013-02-04;16,211071014404297;16,283571243286133;15,785714149475098;15,79714298248291;477117200;0
2013-02-05;15,858928680419922;16,419286727905273;15,793571472167969;16,351428985595703;573347600;0
2013-02-06;16,302499771118164;16,66071319580078;16,163570404052734;16,33392906188965;593706400;0
2013-02-07;16,54464340209961;16,78571319580078;16,218570709228516;16,722143173217773;704580800;0
2013-02-08;16,928571701049805;17,100357055664062;16,72321319580078;16,963571548461914;633158400;0
2013-02-11;17,01785659790039;17,319286346435547;16,90178680419922;17,140356063842773;517490400;0
2013-02-12;17,125356674194336;17,22785758972168;16,704999923706055;16,71071434020996;609053200;0
2013-02-13;16,686071395874023;16,915714263916016;16,54357147216797;16,67892837524414;475207600;0
2013-02-14;16,59000015258789;16,84428596496582;16,5721435546875;16,663928985595703;355275200;0
2013-02-15;16,74464225769043;16,79142951965332;16,42571449279785;16,43428611755371;391745200;0
2013-02-19;16,467857360839844;16,526071548461914;16,20892906188965;16,428213119506836;435783600;0
2013-02-20;16,346071243286133;16,346071243286133;16,0285701751709;16,030357360839844;476302400;0
2013-02-21;15,928570747375488;16,041786193847656;15,8149995803833;15,930713653564451;447182400;0
2013-02-22;16,04464340209961;16,128570556640625;15,949999809265137;16,100357055664062;330654800;0
2013-02-25;16,20892906188965;16,25428581237793;15,806071281433104;15,814286231994627;372579200;0
2013-02-26;15,850713729858398;16,126428604125977;15,630714416503906;16,034643173217773;501499600;0
2013-02-27;16,015356063842773;16,158571243286133;15,737500190734863;15,8774995803833;587350400;0
2013-02-28;15,858928680419922;15,995356559753418;15,764286041259766;15,764286041259766;322515200;0
2013-03-01;15,64285659790039;15,649286270141602;15,35642910003662;15,373929023742676;552448400;0
2013-03-04;15,278571128845217;15,29285717010498;14,964285850524902;15,001786231994627;582755600;0
2013-03-05;15,052857398986816;15,542499542236328;15,026785850524902;15,397856712341309;638433600;0
2013-03-06;15,518214225769045;15,54464340209961;15,15821361541748;15,202142715454102;460250000;0
2013-03-07;15,160714149475098;15,428929328918455;15,037857055664062;15,377857208251951;468473600;0
2013-03-08;15,350000381469728;15,551071166992188;15,307499885559082;15,418571472167969;391482000;0
2013-03-11;15,348214149475098;15,678929328918455;15,183570861816406;15,638214111328123;474236000;0
2013-03-12;15,557143211364746;15,674285888671877;15,270357131958008;15,301071166992188;465911600;0
2013-03-13;15,301786422729492;15,51785659790039;15,191429138183594;15,298213958740234;405549200;0
2013-03-14;15,458213806152344;15,522856712341309;15,373213768005373;15,446429252624512;303875600;0
2013-03-15;15,64035701751709;15,865357398986816;15,616070747375488;15,845000267028809;643960800;1
2013-03-18;15,766071319580078;16,33785629272461;15,757143020629885;16,275714874267578;606197200;0
2013-03-19;16,41071319580078;16,463214874267578;16,01785659790039;16,231786727905273;526775200;0
2013-03-20;16,336429595947266;16,343929290771484;16,056785583496094;16,145713806152344;308660800;0
2013-03-21;16,079286575317383;16,356428146362305;16,075000762939453;16,168928146362305;383255600;0
2013-03-22;16,235000610351562;16,503570556640625;16,1825008392334;16,49678611755371;395105200;1
2013-03-25;16,596071243286133;16,7839298248291;16,492143630981445;16,556428909301758;501135600;0
2013-03-26;16,62285614013672;16,637142181396484;16,447500228881836;16,46928596496582;294294000;0
2013-03-27;16,302143096923828;16,314285278320312;16,09749984741211;16,145713806152344;331237200;0
2013-03-28;16,065000534057617;16,136428833007812;15,772143363952637;15,809286117553713;442839600;0
2013-04-01;15,782142639160156;15,846428871154783;15,276429176330566;15,318214416503906;389732000;0
2013-04-02;15,271429061889648;15,647856712341309;15,228570938110352;15,349642753601074;529519200;0
2013-04-03;15,406070709228516;15,617142677307127;15,368213653564451;15,428214073181152;363216000;0
2013-04-04;15,491429328918455;15,535714149475098;15,1875;15,275713920593262;358447600;1
2013-04-05;15,160714149475098;15,176786422729492;14,988571166992188;15,114286422729492;383695200;0
2013-04-08;15,173213958740234;15,26785659790039;15,088929176330566;15,22178554534912;300829200;0
2013-04-09;15,227143287658691;15,303570747375488;15,098214149475098;15,249285697937012;306614000;0
2013-04-10;15,28928565979004;15,609286308288574;15,214642524719238;15,560357093811035;375928000;0
2013-04-11;15,489999771118164;15,642499923706056;15,399999618530272;15,511786460876465;328364400;0
2013-04-12;15,505356788635254;15,505356788635254;15,3246431350708;15,350000381469728;238613200;0
2013-04-15;15,25;15,28178596496582;14,983928680419922;14,994643211364746;317520000;0
2013-04-16;15,056071281433104;15,23607063293457;15,020357131958008;15,222857475280762;305771200;0
2013-04-17;15,009642601013184;15,021429061889648;14,21821403503418;14,385713577270508;945056000;0
2013-04-18;14,463929176330566;14,49250030517578;13,919285774230955;14,001786231994627;666299200;0
2013-04-19;13,856071472167969;14,271429061889648;13,753570556640623;13,947500228881836;609274400;0
2013-04-22;14,022856712341309;14,364286422729492;13,973929405212402;14,238213539123535;429920400;0
2013-04-23;14,428214073181152;14,585000038146973;14,243213653564451;14,504643440246582;664238400;0
2013-04-24;14,05500030517578;14,83035659790039;14,01785659790039;14,480713844299316;969651200;0
2013-04-25;14,686785697937012;14,783571243286133;14,535714149475098;14,585000038146973;384837600;0
2013-04-26;14,63607120513916;14,95607089996338;14,58035659790039;14,899999618530272;764097600;0
2013-04-29;15,016071319580078;15,48642921447754;15,0;15,36142921447754;640326400;0
2013-04-30;15,53928565979004;15,901785850524902;15,431071281433104;15,813570976257324;691538400;0
2013-05-01;15,873571395874023;15,89035701751709;15,51392936706543;15,688928604125977;506909200;0
2013-05-02;15,777856826782228;16,02107048034668;15,736785888671877;15,911429405212402;421828400;0
2013-05-03;16,118213653564453;16,186786651611328;16,04107093811035;16,070714950561523;361300800;1
2013-05-06;16,27535629272461;16,507143020629883;16,225357055664062;16,453929901123047;496641600;0
2013-05-07;16,60607147216797;16,633928298950195;16,203571319580078;16,380714416503906;483753200;0
2013-05-08;16,394285202026367;16,620357513427734;16,278928756713867;16,56571388244629;472598000;0
2013-05-09;16,421785354614258;16,53571319580078;16,270713806152344;16,313213348388672;398487600;0
2013-05-10;16,35607147216797;16,418214797973633;16,088571548461914;16,177499771118164;334852000;0
2013-05-13;16,125356674194336;16,35357093811035;16,125;16,240713119506836;316948800;0
2013-05-14;16,20892906188965;16,257143020629883;15,791070938110352;15,852143287658691;447118000;0
2013-05-15;15,684286117553713;15,75;15,084285736083984;15,316070556640623;741613600;0
2013-05-16;15,115714073181152;15,637499809265137;14,96071434020996;15,520713806152344;603204000;0
2013-05-17;15,680356979370115;15,717499732971191;15,393214225769045;15,473570823669434;427904400;0
2013-05-20;15,4253568649292;15,921428680419922;15,360713958740234;15,818928718566896;451578400;0
2013-05-21;15,64821434020996;15,90999984741211;15,507143020629885;15,702142715454102;456022000;0
2013-05-22;15,858928680419922;16,012500762939453;15,650713920593262;15,762499809265137;443038400;0
2013-05-23;15,569643020629885;15,934286117553713;15,563928604125977;15,790714263916016;353021200;0
2013-05-24;15,744643211364746;15,916428565979004;15,727143287658691;15,89821434020996;276166800;0
2013-05-28;16,06785774230957;16,11107063293457;15,744643211364746;15,765713691711426;386145200;0
2013-05-29;15,714285850524902;15,98214340209961;15,692856788635254;15,891071319580078;330576400;0
2013-05-30;15,916070938110352;16,23214340209961;15,875356674194336;16,127857208251953;353519600;0
2013-05-31;16,16071319580078;16,325000762939453;16,053571701049805;16,061786651611328;384302800;0
2013-06-03;16,09749984741211;16,15571403503418;15,802857398986816;16,097143173217773;372352400;0
2013-06-04;16,18642807006836;16,229642868041992;15,978214263916016;16,046785354614258;292728800;0
2013-06-05;15,916070938110352;16,097143173217773;15,84678554534912;15,896785736083984;290589600;0
2013-06-06;15,909643173217772;15,964285850524902;15,501786231994627;15,65928554534912;416934000;0
2013-06-07;15,589285850524902;15,829999923706056;15,45607089996338;15,778928756713867;404535600;0
2013-06-10;15,883213996887209;16,038570404052734;15,600000381469728;15,674642562866213;450153200;0
2013-06-11;15,562143325805664;15,812856674194336;15,475713729858398;15,628570556640623;286112400;0
2013-06-12;15,696429252624512;15,758929252624512;15,410714149475098;15,435357093811035;265227200;0
2013-06-13;15,446429252624512;15,612142562866213;15,3125;15,56999969482422;285832400;0
2013-06-14;15,550000190734863;15,581786155700684;15,303570747375488;15,358928680419922;271866000;0
2013-06-17;15,408571243286133;15,560713768005373;15,369999885559082;15,428570747375488;259414400;0
2013-06-18;15,412857055664062;15,532142639160156;15,364643096923828;15,42035675048828;195025600;0
2013-06-19;15,407142639160156;15,416428565979004;15,10714340209961;15,10714340209961;310940000;0
2013-06-20;14,975000381469728;15,213570594787598;14,827500343322754;14,8871431350708;357310800;0
2013-06-21;14,946070671081545;15,0;14,574999809265137;14,76785659790039;481118400;0
2013-06-24;14,550000190734863;14,595000267028809;14,216071128845217;14,376428604125977;480746000;0
2013-06-25;14,489286422729492;14,563928604125977;14,243928909301758;14,379643440246582;314162800;0
2013-06-26;14,425000190734863;14,456786155700684;14,130714416503906;14,21678638458252;367724000;0
2013-06-27;14,258929252624512;14,335356712341309;14,05500030517578;14,063570976257324;337246000;0
2013-06-28;13,977143287658691;14,29535675048828;13,888214111328123;14,161786079406738;578516400;0
2013-07-01;14,381786346435549;14,723929405212402;14,329285621643066;14,614999771118164;391053600;0
2013-07-02;14,64142894744873;15,05821418762207;14,623929023742676;14,946070671081545;469865200;0
2013-07-03;15,03071403503418;15,10642910003662;14,908928871154783;15,028571128845217;240928800;0
2013-07-05;15,01392936706543;15,11750030517578;14,833929061889648;14,907856941223145;274024800;0
2013-07-08;15,003929138183594;15,035714149475098;14,666070938110352;14,823213577270508;298138400;0
2013-07-09;14,771429061889648;15,125;14,656429290771484;15,083929061889648;352584400;0
2013-07-10;14,985713958740234;15,171428680419922;14,9375;15,026070594787598;281405600;0
2013-07-11;15,10535717010498;15,29464340209961;15,041786193847656;15,260356903076172;326292400;0
2013-07-12;15,27321434020996;15,349642753601074;15,121786117553713;15,232500076293944;279563200;0
2013-07-15;15,178929328918455;15,40928554534912;15,171428680419922;15,265713691711426;241917200;0
2013-07-16;15,23285675048828;15,38249969482422;15,14892864227295;15,364286422729492;216538000;0
2013-07-17;15,346428871154783;15,436429023742676;15,293571472167969;15,368213653564451;198990400;0
2013-07-18;15,477856636047363;15,531070709228516;15,378929138183594;15,420000076293944;218878800;0
2013-07-19;15,467857360839844;15,499285697937012;15,155357360839844;15,176786422729492;268721600;0
2013-07-22;15,337857246398926;15,348214149475098;15,195357322692873;15,225357055664062;207796400;0
2013-07-23;15,214285850524902;15,248571395874023;14,95392894744873;14,963929176330566;369395600;0
2013-07-24;15,676071166992188;15,878213882446287;15,545000076293944;15,732500076293944;591936800;0
2013-07-25;15,739286422729492;15,764286041259766;15,564642906188965;15,660714149475098;229493600;0
2013-07-26;15,546428680419922;15,751428604125977;15,5121431350708;15,749643325805664;200152400;1
2013-07-29;15,742856979370115;16,07107162475586;15,721428871154783;15,99250030517578;248057600;0
2013-07-30;16,06999969482422;16,326786041259766;16,043928146362305;16,190000534057617;309422400;0
2013-07-31;16,249643325805664;16,33357048034668;16,051071166992188;16,161785125732422;322957600;0
2013-08-01;16,27678680419922;16,314285278320312;16,187856674194336;16,309999465942383;206250800;0
2013-08-02;16,357500076293945;16,530357360839844;16,30928611755371;16,519285202026367;274783600;0
2013-08-05;16,596071243286133;16,809642791748047;16,50535774230957;16,766071319580078;318855600;0
2013-08-06;16,71500015258789;16,853214263916016;16,506071090698242;16,616071701049805;334857600;0
2013-08-07;16,564285278320312;16,678571701049805;16,491785049438477;16,606428146362305;298858000;0
2013-08-08;16,566429138183594;16,575000762939453;16,355356216430664;16,464643478393555;255777200;0
2013-08-09;16,3799991607666;16,44499969482422;16,201786041259766;16,230356216430664;266865200;0
2013-08-12;16,316429138183594;16,737499237060547;16,30821418762207;16,691429138183594;364434000;0
2013-08-13;16,819286346435547;17,66642951965332;16,7160701751709;17,484643936157227;881941200;0
2013-08-14;17,781429290771484;18,008928298950195;17,621429443359375;17,803571701049805;756372400;0
2013-08-15;17,729286193847656;17,94285774230957;17,46714210510254;17,782499313354492;490294000;0
2013-08-16;17,862499237060547;17,962142944335938;17,816429138183594;17,940357208251953;362306000;0
2013-08-19;18,012142181396484;18,347856521606445;18,0;18,13357162475586;510518400;0
2013-08-20;18,203929901123047;18,234643936157227;17,886428833007812;17,895357131958008;358688400;0
2013-08-21;17,9853572845459;18,112499237060547;17,899999618530273;17,941429138183594;335879600;0
2013-08-22;18,03499984741211;18,056785583496094;17,792856216430664;17,96285629272461;244207600;0
2013-08-23;17,973928451538086;17,97678565979004;17,83392906188965;17,893571853637695;222731600;0
2013-08-26;17,883928298950195;18,2214298248291;17,875;17,963214874267578;330965600;0
2013-08-27;17,78571319580078;17,946786880493164;17,367856979370117;17,449642181396484;424188800;0
2013-08-28;17,35714340209961;17,707143783569336;17,35714340209961;17,532142639160156;307608000;0
2013-08-29;17,558929443359375;17,73214340209961;17,54035758972168;17,560714721679688;239657600;0
2013-08-30;17,571428298950195;17,605356216430664;17,375;17,400714874267578;272297200;0
2013-09-03;17,610713958740234;17,878570556640625;17,405357360839844;17,44928550720215;331928800;0
2013-09-04;17,841428756713867;17,937143325805664;17,724285125732422;17,81035614013672;345032800;0
2013-09-05;17,866071701049805;17,88142967224121;17,6299991607666;17,688213348388672;236367600;1
2013-09-06;17,801429748535156;17,834999084472656;17,498214721679688;17,79357147216797;359525600;0
2013-09-09;18,03571319580078;18,13999938964844;17,981428146362305;18,07749938964844;340687200;0
2013-09-10;18,07857131958008;18,123214721679688;17,48214340209961;17,665714263916016;743195600;2
2013-09-11;16,67892837524414;16,917499542236328;16,600357055664062;16,703929901123047;898696400;0
2013-09-12;16,73214340209961;16,97857093811035;16,643213272094727;16,881786346435547;404051200;0
2013-09-13;16,762142181396484;16,851070404052734;16,5964298248291;16,60357093811035;298835600;0
2013-09-16;16,46428680419922;16,48607063293457;15,972143173217772;16,075714111328125;543706800;0
2013-09-17;15,998571395874023;16,418214797973633;15,98214340209961;16,261428833007812;399380800;0
2013-09-18;16,542142868041992;16,655357360839844;16,4521427154541;16,595714569091797;456862000;0
2013-09-19;16,810714721679688;16,993928909301758;16,758928298950195;16,867856979370117;404541200;0
2013-09-20;17,071428298950195;17,0910701751709;16,64285659790039;16,693214416503906;699302800;0
2013-09-23;17,717857360839844;17,74678611755371;17,235713958740234;17,522857666015625;762106800;0
2013-09-24;17,674285888671875;17,695356369018555;17,422143936157227;17,467857360839844;364344400;0
2013-09-25;17,4714298248291;17,48714256286621;17,19392967224121;17,197500228881836;316957200;0
2013-09-26;17,35714340209961;17,448570251464844;17,282142639160156;17,364999771118164;237221600;0
2013-09-27;17,277856826782227;17,309642791748047;17,16857147216797;17,241071701049805;228040400;0
2013-09-30;17,04464340209961;17,2021427154541;16,943214416503906;17,02678680419922;260156400;0
2013-10-01;17,087499618530273;17,46928596496582;17,084999084472656;17,427143096923828;353883600;0
2013-10-02;17,343929290771484;17,564285278320312;17,27678680419922;17,484285354614258;289184000;0
2013-10-03;17,518213272094727;17,58392906188965;17,169286727905273;17,2646427154541;322753200;0
2013-10-04;17,28071403503418;17,30714225769043;17,092857360839844;17,25107192993164;258868400;0
2013-10-07;17,37714385986328;17,594642639160156;17,33392906188965;17,41964340209961;312292400;0
2013-10-08;17,49785614013672;17,522857666015625;17,16214370727539;17,176429748535156;290917200;0
2013-10-09;17,308570861816406;17,421070098876953;17,08142852783203;17,37821388244629;301725200;0
2013-10-10;17,547143936157227;17,584999084472656;17,394285202026367;17,48714256286621;278602800;0
2013-10-11;17,392499923706055;17,637142181396484;17,3271427154541;17,600357055664062;267738800;0
2013-10-14;17,493928909301758;17,770713806152344;17,47678565979004;17,715713500976562;261898000;0
2013-10-15;17,768213272094727;17,928571701049805;17,6971435546875;17,809999465942383;320073600;0
2013-10-16;17,885356903076172;17,947500228881836;17,82964324951172;17,896785736083984;251101200;0
2013-10-17;17,856428146362305;18,027856826782227;17,845714569091797;18,01785659790039;253593200;0
2013-10-18;18,07107162475586;18,187856674194336;18,061071395874023;18,17464256286621;290542000;0
2013-10-21;18,27750015258789;18,725000381469727;18,26857185363769;18,6200008392334;398106800;0
2013-10-22;18,80035781860352;18,873214721679688;18,14392852783203;18,56678581237793;534063600;0
2013-10-23;18,53571319580078;18,773929595947266;18,53571319580078;18,748571395874023;313723200;0
2013-10-24;18,75;19,016786575317383;18,6589298248291;18,99678611755371;384764800;0
2013-10-25;18,9757137298584;19,043928146362305;18,753929138183597;18,78428649902344;337792000;0
2013-10-28;18,894285202026367;18,96428680419922;18,686071395874023;18,924285888671875;550440800;0
